***NAMEDLABELSIDS***	_	p	i	e	r	v	n	k	,	6	1	y	a	s	o	l	d	w	j	t	h	b	x	c	u	.	2	9	m	f	g	5	3	0	-	'	`	q	8	z	&	7	4	%	$	;	:	/	{	}	*	(	)	?	@	£	>	<	]
bigr:lp	0.00000000000000000000 -2.10469301044940948486 -1.40936529636383056641 -1.75804287195205688477 -2.07538013160228729248 -1.92705808859318494797 -1.92607273347675800323 -1.92979683540761470795 -1.84255381673574447632 -1.92274793237447738647 -1.92403338570147752762 -1.96089402586221694946 -2.41597878932952880859 -1.97733119130134582520 -2.50495827198028564453 -1.85975878685712814331 -1.92287367861717939377 -1.92980191297829151154 -1.91982333967462182045 -1.91995689598843455315 -1.62596079707145690918 -1.92393573932349681854 -1.91813533008098602295 -1.92290547396987676620 -1.94477660208940505981 -1.91327782042208127677 -1.91793005587533116341 -1.91787209967151284218 -1.92613118328154087067 -1.87524291127920150757 -1.92331337835639715195 -1.91794413747265934944 -1.91789667075499892235 -1.91779966978356242180 -1.92189150676131248474 -1.92201539874076843262 -1.91773632774129509926 -1.91819606721401214600 -1.91789387771859765053 -1.92039658408612012863 -1.91797316214069724083 -1.91787219466641545296 -1.91786468913778662682 -1.91769675817340612411 -1.91782976780086755753 -1.91816117893904447556 -1.91816370375454425812 -1.91787924151867628098 -1.91795080527663230896 -1.91796698933467268944 -1.91792131587862968445 -1.91802101721987128258 -1.91807929938659071922 -1.91798355290666222572 -1.91791732469573616982 -1.91792447818443179131 -1.91791498381644487381 -1.91791396215558052063 -1.91791292885318398476
bigr:ph	0.00000000000000000000 -0.57556624338030815125 -0.38630178570747375488 -0.80898627638816833496 -0.56336669065058231354 -0.56299503240734338760 -0.72177416086196899414 -0.57330858334898948669 -0.47062564641237258911 -0.56563834194093942642 -0.56785097904503345490 0.17506366968154907227 -0.62238698452711105347 -0.46667551249265670776 -0.44439277052879333496 -0.57961208559572696686 -0.56119873281568288803 -0.56298178061842918396 -0.56001187209039926529 -0.63649816066026687622 -0.55735687306150794029 -0.56277229078114032745 -0.55766506260260939598 -0.57091523706912994385 -0.56940442509949207306 -0.53439755365252494812 -0.55828772624954581261 -0.55804568668827414513 -0.55783321987837553024 -0.55774142732843756676 -0.55789489950984716415 -0.55884820967912673950 -0.55823439080268144608 -0.55827664164826273918 -0.56227510236203670502 -0.54479493619874119759 -0.55785504169762134552 -0.55822608340531587601 -0.55813447525724768639 -0.55803034733980894089 -0.55805305019021034241 -0.55808812426403164864 -0.55811072932556271553 -0.55797746498137712479 -0.55825699260458350182 -0.55826447531580924988 -0.55819468479603528976 -0.55801895353943109512 -0.55804951349273324013 -0.55804580356925725937 -0.55804917961359024048 -0.55801787041127681732 -0.55804742872714996338 -0.55817023897543549538 -0.55803923401981592178 -0.55806025350466370583 -0.55803410056978464127 -0.55803154315799474716 -0.55802891030907630920
bigr:ag	0.00000000000000000000 0.98483495414257049561 0.88666754961013793945 2.95765209197998046875 1.97307693958282470703 1.07625657320022583008 1.89516061544418334961 0.83024299144744873047 0.78844198584556579590 1.15396200865507125854 1.14550596475601196289 0.73306682705879211426 2.66455280780792236328 0.61367732286453247070 2.70646476745605468750 0.78829512000083923340 0.92236799001693725586 1.15428851917386054993 1.16254487261176109314 0.94977828860282897949 0.82589462399482727051 1.14701934158802032471 1.17893055826425552368 1.09262043982744216919 1.90027844905853271484 1.12557901442050933838 1.17797876149415969849 1.17998375371098518372 1.11453907191753387451 1.17898124828934669495 1.59662809967994689941 1.17931087315082550049 1.17810880392789840698 1.18048316985368728638 1.14321863651275634766 1.18427182175219058990 1.17704609781503677368 1.15712041780352592468 1.18038171157240867615 1.17770630493760108948 1.17857439070940017700 1.17938219755887985229 1.17972351610660552979 1.18113860860466957092 1.17440196499228477478 1.19346240721642971039 1.19317564554512500763 1.17975270003080368042 1.18031579256057739258 1.18031577765941619873 1.18029828742146492004 1.17996738106012344360 1.17741741240024566650 1.17956098541617393494 1.18032762035727500916 1.18016055971384048462 1.18034430593252182007 1.18035386875271797180 1.18035997450351715088
bigr:gn	0.00000000000000000000 -1.32089266180992126465 -0.03466033935546875000 -0.35863310098648071289 -1.37707744911313056946 -1.55609038472175598145 -1.43601598590612411499 -1.40492253378033638000 -1.29724302142858505249 -1.36928370967507362366 -1.36740149185061454773 -1.42960337549448013306 -0.83628177642822265625 -0.99523359537124633789 -1.64418566226959228516 -1.38811296969652175903 -1.53868664801120758057 -1.36878541298210620880 -1.36472138110548257828 -1.70663368701934814453 -1.36055535450577735901 -1.34894672990776598454 -1.36015740782022476196 -1.44206032156944274902 -1.30820691213011741638 -1.36762288771569728851 -1.36007560417056083679 -1.36032949388027191162 -1.34315433213487267494 -1.37244104780256748199 -1.46925579011440277100 -1.36013939511030912399 -1.35996694024652242661 -1.36013494059443473816 -1.30348345264792442322 -1.44794388115406036377 -1.36010156571865081787 -1.36051393020898103714 -1.36010710708796977997 -1.36301520094275474548 -1.36047562491148710251 -1.36019942257553339005 -1.36010483931750059128 -1.35970413684844970703 -1.36001504398882389069 -1.36131363175809383392 -1.34628480160608887672 -1.36048536375164985657 -1.36022505443543195724 -1.36033353675156831741 -1.36024496052414178848 -1.36027146968990564346 -1.36230095941573381424 -1.36054701730608940125 -1.36023653391748666763 -1.36020551528781652451 -1.36023159977048635483 -1.36022936552762985229 -1.36022751312702894211
bigr:ew	0.00000000000000000000 -2.51027022302150726318 -3.10631552338600158691 -2.92020149528980255127 -3.02221420407295227051 -2.87832792103290557861 -3.15201038122177124023 -2.78972258418798446655 -2.46540540456771850586 -2.77773010730743408203 -2.78401903435587882996 -2.84711402654647827148 -3.13506209850311279297 -0.85141420364379882812 -3.14403951168060302734 -2.58389037847518920898 -2.80321690067648887634 -2.79412368685007095337 -2.77625572681427001953 -2.94043320417404174805 -2.55253432691097259521 -2.78627621382474899292 -2.76276448927819728851 -2.76661688275635242462 -2.80271200463175773621 -2.70352770015597343445 -2.76346199400722980499 -2.76280302181839942932 -2.69091651588678359985 -2.78599839285016059875 -2.75637864228338003159 -2.76341872848570346832 -2.76347989961504936218 -2.76254899054765701294 -2.66802384704351425171 -2.79902425780892372131 -2.76387498341500759125 -2.76499848254024982452 -2.76270153373479843140 -2.76493243314325809479 -2.76334594562649726868 -2.76298041827976703644 -2.76331611163914203644 -2.76153398025780916214 -2.76365874148905277252 -2.76418376900255680084 -2.76551478169858455658 -2.76270529627799987793 -2.76294618472456932068 -2.76289897039532661438 -2.76273535378277301788 -2.76363333873450756073 -2.76343686878681182861 -2.76319617964327335358 -2.76270562410354614258 -2.76265660673379898071 -2.76269070059061050415 -2.76268311217427253723 -2.76267686299979686737
bigr:w,	0.00000000000000000000 -0.23013158654794096947 -0.23514578212052583694 -0.23705952800810337067 -0.23253950010985136032 -0.22814130294136703014 -0.22821956081315875053 -0.22770979581400752068 -0.22845609369687736034 -0.22793625737540423870 -0.22772486507892608643 -0.23555314913392066956 -0.22901294194161891937 -0.23076702142134308815 -0.22898248769342899323 -0.22883350215852260590 -0.22666557761840522289 -0.22632914653513580561 -0.22679222770966589451 -0.22724743001163005829 -0.22636750643141567707 -0.22594974993262439966 -0.22586420713923871517 -0.22583723848219960928 -0.22718597785569727421 -0.22597119200509041548 -0.22598449967335909605 -0.22592666442506015301 -0.22591577679850161076 -0.22588819032534956932 -0.22599316271953284740 -0.22603923629503697157 -0.22595350374467670918 -0.22934196144342422485 -0.22599681629799306393 -0.16623538732528686523 -0.22590329113882035017 -0.22587975731585174799 -0.22595437464769929647 -0.22593185771256685257 -0.22588994610123336315 -0.22590255492832511663 -0.22593464248348027468 -0.22584960877429693937 -0.22586451296228915453 -0.22588155849371105433 -0.22588015079963952303 -0.22588175919372588396 -0.22588370530866086483 -0.22588693967554718256 -0.22587776184082031250 -0.22586984781082719564 -0.22587772947736084461 -0.22587337240111082792 -0.22587288985960185528 -0.22587084188126027584 -0.22587043989915400743 -0.22586920438334345818 -0.22586803359445184469
2nd:5	0.00000000000000000000 -3.04663813114166259766 -3.37696915864944458008 -3.38095611333847045898 -3.24540042877197265625 -2.97190606594085693359 -3.04688605666160583496 -2.90416556596755981445 0.09729623794555664062 -2.30340033769607543945 -1.97673809528350830078 -2.99756014347076416016 -3.33783221244812011719 -2.93757179379463195801 -3.16948115825653076172 -2.86285109817981719971 -2.79192239046096801758 -2.81097848713397979736 -2.77081941068172454834 -2.78367856144905090332 -2.82840202748775482178 -2.76208733022212982178 -2.76000355184078216553 -2.76507128775119781494 -2.95875254273414611816 -1.59514725208282470703 -2.50151084363460540771 -2.51636923104524612427 -2.78835807740688323975 -2.79790134727954864502 -2.74013084173202514648 -2.17754241824150085449 -2.32716622948646545410 -0.33682799339294433594 -2.58559400029480457306 -2.75763747096061706543 -2.78748202323913574219 -2.73409178853034973145 -2.46971876919269561768 -2.72885956615209579468 -2.72956523299217224121 -2.42320616543292999268 -2.43482306599617004395 -2.76566255092620849609 -2.72629451006650924683 -2.64385199733078479767 -2.72728228569030761719 -2.37176349759101867676 -2.72709488123655319214 -2.72713534533977508545 -2.72716321051120758057 -2.72921035438776016235 -2.60149246826767921448 -2.72707512974739074707 -2.72708129882812500000 -2.72687964141368865967 -2.72700404375791549683 -2.72697498649358749390 -2.72696421295404434204
bigr:_5	0.00000000000000000000 2.62346383929252624512 2.26513773202896118164 2.23637211322784423828 2.36211147904396057129 2.65667293965816497803 2.57058335840702056885 2.72938514314591884613 3.31181460618972778320 2.84024728089570999146 3.37904077768325805664 2.64450570195913314819 2.22808104753494262695 2.64793629944324493408 2.31398478150367736816 2.64265663921833038330 2.71670757234096527100 2.69149532914161682129 2.73618751764297485352 2.67575244605541229248 2.63343197852373123169 2.71530501544475555420 2.70660183206200599670 2.70224341377615928650 2.50243914127349853516 3.00365042686462402344 2.86048307269811630249 2.92266830801963806152 2.70481343567371368408 2.66242515295743942261 2.72799582593142986298 3.03611853718757629395 2.91748023033142089844 3.80597198009490966797 2.72230228409171104431 2.73769913520663976669 2.69082260131835937500 2.73139674961566925049 2.87097252905368804932 2.73766488581895828247 2.73599859327077865601 2.86486328393220901489 2.88014070689678192139 2.73909077513962984085 2.73592084646224975586 2.73801510408520698547 2.73892600089311599731 3.09623935818672180176 2.73888643179088830948 2.73887841310352087021 2.73876358475536108017 2.73882855474948883057 2.73793818335980176926 2.73886386025696992874 2.73883191775530576706 2.73882714752107858658 2.73881505988538265228 2.73880691733211278915 2.73879948444664478302
1st:5	0.00000000000000000000 -2.35058480501174926758 -2.38575321435928344727 -2.25045433640480041504 -2.26318359375000000000 -2.27547085285186767578 -2.39886695146560668945 -2.25008726119995117188 -1.26935166120529174805 -1.82977298647165298462 -2.07072792947292327881 -1.22487580776214599609 -1.64082875847816467285 -2.32978495955467224121 -2.15454015135765075684 -2.13340383768081665039 -2.22437223792076110840 -2.34051761031150817871 -2.20488673448562622070 -2.12940663099288940430 -2.21310907602310180664 -1.86480569094419479370 -2.03160797804594039917 -1.85950569808483123779 -2.07615126669406890869 -1.30416756868362426758 -1.84014438092708587646 -1.92987945675849914551 -1.35255622863769531250 -2.23736819624900817871 -2.13639265298843383789 -1.85943563282489776611 -1.96339934319257736206 -0.70080411434173583984 -1.73052984476089477539 -2.19074797630310058594 -2.11605635285377502441 -2.04834129661321640015 -1.66971224546432495117 -2.03355930000543594360 -2.04172386229038238525 -1.86809704452753067017 -1.93897245707921683788 -0.61033451557159423828 -2.12007948756217956543 -2.00555159151554107666 -2.03199005126953125000 -2.02656397223472595215 -2.03359302878379821777 -2.03358259052038192749 -2.03139618784189224243 -2.04768843948841094971 -2.02278355509042739868 -2.03136188536882400513 -2.03138687461614608765 -2.03329326212406158447 -2.03140302002429962158 -2.03139103204011917114 -2.03133294731378555298
bigr:55	0.00000000000000000000 -0.54298359435051679611 -0.54059945791959762573 -0.54005316458642482758 -0.54016021639108657837 -0.54148328863084316254 -0.54013108368963003159 -0.54141832608729600906 -0.45577330887317657471 -0.50365576520562171936 -0.46208786964416503906 -0.54506307840347290039 -0.53874273691326379776 -0.53782699536532163620 -0.53408509399741888046 -0.53519768267869949341 -0.53515186533331871033 -0.53474413650110363960 -0.53526883618906140327 -0.53374994918704032898 -0.53301146626472473145 -0.53388364566490054131 -0.53352755727246403694 -0.53386233840137720108 -0.53300947556272149086 -0.49620072171092033386 -0.53453044407069683075 -0.53424665099009871483 -0.53548388462513685226 -0.53297528252005577087 -0.53331339405849575996 -0.53535748692229390144 -0.53459574142470955849 -0.51347193866968154907 -0.50473081693053245544 -0.53332523442804813385 -0.53325849398970603943 -0.53348142607137560844 -0.53498288104310631752 -0.53350753989070653915 -0.53349396865814924240 -0.53456815937533974648 -0.51952336356043815613 -0.53953238856047391891 -0.53336485568434000015 -0.53371427627280354500 -0.53350402647629380226 -0.53427376784384250641 -0.53349926369264721870 -0.53349816473200917244 -0.53350036498159170151 -0.53347355360165238380 -0.53375840699300169945 -0.53349749790504574776 -0.53349633608013391495 -0.53349258610978722572 -0.53349424805492162704 -0.53349322918802499771 -0.53349224803969264030
bigr:5_	0.00000000000000000000 -0.13030141592025756836 -0.21048475801944732666 -0.08616580814123153687 -0.14013580977916717529 -0.09555205702781677246 -0.24181759357452392578 -0.06825174391269683838 0.01746991463005542755 -0.05881195515394210815 -0.37007218599319458008 0.78020575642585754395 0.44657662510871887207 -0.28242260217666625977 -0.08389514684677124023 -0.05179619044065475464 -0.16478513181209564209 -0.26625791192054748535 -0.12126196920871734619 -0.06895647943019866943 -0.19191946089267730713 0.19929923117160797119 0.02264472190290689468 0.17604206502437591553 -0.02834086120128631592 0.02430489100515842438 -0.03421364724636077881 0.01102220639586448669 0.73947766423225402832 -0.19119101762771606445 -0.08587640523910522461 -0.00859705358743667603 -0.01636383309960365295 0.00589112378656864166 0.01346578635275363922 0.02563036419451236725 -0.06593271344900131226 0.00564915686845779419 0.00039894133806228638 0.02051297575235366821 0.01188224554061889648 0.02879397664219141006 -0.00148972496390342712 1.54739090800285339355 -0.06877657771110534668 0.02239860594272613525 0.02252950891852378845 0.02236233092844486237 0.02012301236391067505 0.02011897042393684387 0.02234985027462244034 0.00558714009821414948 0.02237045858055353165 0.02239164710044860840 0.02229673787951469421 0.02032031305134296417 0.02224813308566808701 0.02224444318562746048 0.02228716574609279633
bigr:nd	0.00000000000000000000 -2.71626231074333190918 -1.96019262075424194336 -2.26458942890167236328 -2.68232782185077667236 -3.06365084648132324219 -2.86127588152885437012 -2.69814907014369964600 -2.21129733324050903320 -2.69489305466413497925 -2.73743660748004913330 -3.31907790899276733398 -1.89400267601013183594 -0.55298733711242675781 -2.22676235437393188477 -2.13508397340774536133 -2.82967969775199890137 -2.87670260667800903320 -2.70160886645317077637 -2.82810986042022705078 -2.62974555790424346924 -2.62104221805930137634 -2.66662718355655670166 -2.67038879543542861938 -1.48292434215545654297 -3.16732513904571533203 -2.64245007932186126709 -2.63922957330942153931 -2.53871736302971839905 -2.51810941845178604126 -2.78711496293544769287 -2.63979547470808029175 -2.64058940857648849487 -2.63807621598243713379 -2.17312279343605041504 -2.57003980805166065693 -2.64005555212497711182 -2.64586667716503143311 -2.64035861939191818237 -2.66052220761775970459 -2.64337594062089920044 -2.63854983448982238770 -2.63953497260808944702 -2.63461008667945861816 -2.64227819442749023438 -2.57363622798584401608 -2.63337967917323112488 -2.63909576833248138428 -2.63965823501348495483 -2.63866674900054931641 -2.63878403604030609131 -2.64453952759504318237 -2.61305677518248558044 -2.61307538300752639771 -2.63838648796081542969 -2.63874647021293640137 -2.63828812539577484131 -2.63842655718326568604 -2.63819418102502822876
bigr:_f	0.00000000000000000000 2.21213668584823608398 4.26131916046142578125 3.77778232097625732422 5.69590520858764648438 2.25938335061073303223 2.07048836350440979004 2.39268838614225387573 2.38553511351346969604 2.32597963511943817139 2.27748470008373260498 2.17415833473205566406 3.83319771289825439453 2.24074231088161468506 4.08197402954101562500 4.24202704429626464844 2.38509797304868698120 2.33549825847148895264 2.41685745865106582642 2.11463955044746398926 2.28604027628898620605 2.40742832422256469727 2.35429839044809341431 2.35417473316192626953 3.59164381027221679688 2.33077381551265716553 2.38868005573749542236 2.36334626376628875732 2.36192408204078674316 1.21156120300292968750 2.40761032700538635254 2.36851108819246292114 2.39367995411157608032 2.26387526094913482666 2.40009831637144088745 2.42667782306671142578 2.32409049570560455322 2.41479901596903800964 2.40740107744932174683 2.42646337673068046570 2.42338190600275993347 2.40032053738832473755 2.40085476636886596680 2.42928773537278175354 2.42371904850006103516 2.42839850485324859619 2.42916069179773330688 2.38289450854063034058 2.42945439741015434265 2.42948462069034576416 2.42931226640939712524 2.42950883880257606506 2.42895331233739852905 2.42944903299212455750 2.42965685203671455383 2.42972831428050994873 2.42973270639777183533 2.42977212369441986084 2.42981047183275222778
bigr:fo	0.00000000000000000000 0.10622039437294006348 0.16281858086585998535 0.29486733675003051758 3.43652713298797607422 -0.14532220363616943359 -0.99360728263854980469 0.30464372038841247559 0.42383742332458496094 0.42710284888744354248 0.42411268129944801331 0.40177040547132492065 0.35516552627086639404 0.47116752713918685913 1.29362070560455322266 1.53128886222839355469 0.31969369947910308838 0.10397014021873474121 0.43364001438021659851 0.14339426159858703613 0.44369618967175483704 0.40807544440031051636 0.44760762527585029602 0.59543921053409576416 1.44804561138153076172 0.43918155133724212646 0.44972235709428787231 0.45102285966277122498 0.23464588820934295654 0.34259191155433654785 0.42825722694396972656 0.45097064599394798279 0.45108278840780258179 0.45170395448803901672 0.44386046007275581360 0.46438489481806755066 0.45184900052845478058 0.45160655677318572998 0.45105173066258430481 0.44904788210988044739 0.45144906453788280487 0.45150995813310146332 0.45092749968171119690 0.45235273428261280060 0.44495271146297454834 0.45147361792623996735 0.45139804109930992126 0.45175813883543014526 0.45157261379063129425 0.45166460052132606506 0.45165451057255268097 0.45182900503277778625 0.45122838392853736877 0.45160274393856525421 0.45177218131721019745 0.45158870145678520203 0.45183274708688259125 0.45186184719204902649 0.45189091749489307404
bigr:me	0.00000000000000000000 -1.72099956870079040527 -1.96222597360610961914 -0.02743637561798095703 -0.35348176956176757812 -2.18523257970809936523 0.02293407917022705078 -1.96004688739776611328 -0.42999541759490966797 -1.53273455053567886353 -1.53120467811822891235 -1.84584045410156250000 -0.22329902648925781250 -1.74875360727310180664 -1.33314086496829986572 -2.02178651094436645508 -1.43671356793493032455 -1.47641252353787422180 -1.52914027124643325806 -1.19633853435516357422 -1.37164545059204101562 -1.45916300360113382339 -1.35559009015560150146 -2.12879627943038940430 -1.54149720072746276855 -1.61626778542995452881 -1.49634019657969474792 -1.49567178264260292053 -0.54407072067260742188 -1.62093208730220794678 -1.57725736498832702637 -1.49536731094121932983 -1.49522065743803977966 -1.49440973624587059021 -1.34760234504938125610 -1.45897211600095033646 -1.49493833258748054504 -1.54037139564752578735 -1.49658573418855667114 -1.45821189787238836288 -1.49594877287745475769 -1.49628280475735664368 -1.49545733630657196045 -1.49448525905609130859 -1.50073730200529098511 -1.46852337010204792023 -1.42797272279858589172 -1.49524132162332534790 -1.49502109363675117493 -1.49516483023762702942 -1.49502116069197654724 -1.49495932459831237793 -1.49751758202910423279 -1.49593821167945861816 -1.49490875750780105591 -1.49565336480736732483 -1.49484881758689880371 -1.49482093751430511475 -1.49479467794299125671
bigr:co	0.00000000000000000000 -0.31953680515289306641 -0.31719386577606201172 0.44868701696395874023 0.92832518368959426880 1.60289227962493896484 2.39534604549407958984 0.88571351766586303711 0.60314638912677764893 0.69985319674015045166 0.70161186158657073975 0.63031786680221557617 0.65119057893753051758 1.24429520964622497559 0.27421998977661132812 1.13904309272766113281 0.43306916952133178711 0.48501044511795043945 0.72315205633640289307 0.49353793263435363770 0.98938958346843719482 0.64979031682014465332 0.81019883230328559875 0.75224459171295166016 0.50464048981666564941 2.40230965614318847656 0.75490705668926239014 0.75547909736633300781 3.31687092781066894531 0.46011298894882202148 0.91258350759744644165 0.75600676983594894409 0.75576260685920715332 0.75760725140571594238 0.91049333661794662476 0.84198374394327402115 0.75795826315879821777 0.75653423368930816650 0.75565476715564727783 0.78802504017949104309 0.75531053543090820312 0.75593157857656478882 0.75597998499870300293 0.75548912584781646729 0.75682248175144195557 0.76893570274114608765 0.75223997980356216431 0.75619497895240783691 0.75561074167490005493 0.75544878840446472168 0.75565606355667114258 0.75554145127534866333 0.75434250384569168091 0.75445324182510375977 0.75583203881978988647 0.75592673569917678833 0.75592660158872604370 0.75596976280212402344 0.75601499527692794800
bigr:ns	0.00000000000000000000 1.60241691768169403076 0.82635711133480072021 -0.51946787536144256592 -0.22084756940603256226 -0.18690842390060424805 -0.22197143733501434326 0.07940343022346496582 -0.37977151572704315186 -0.18635423481464385986 -0.20848068594932556152 -0.06505104899406433105 0.99471144378185272217 -1.38966961205005645752 -0.17583244293928146362 -0.37877373397350311279 -0.20611070096492767334 0.12278462946414947510 -0.18519717454910278320 0.09179142117500305176 -0.22672293335199356079 -0.09468940272927284241 -0.18091104552149772644 -0.21856367588043212891 0.77166663110256195068 -0.50302202999591827393 -0.16171154379844665527 -0.15954780951142311096 -0.27808034420013427734 0.02413664758205413818 -0.13527180626988410950 -0.16005109995603561401 -0.16076611727476119995 -0.15811860561370849609 -0.15161872655153274536 -0.08262018114328384399 -0.15945494547486305237 -0.16577680408954620361 -0.16087736189365386963 -0.17288606986403465271 -0.17084228247404098511 -0.15983945503830909729 -0.16049890592694282532 -0.15784795582294464111 -0.16400388255715370178 -0.08976224437355995178 -0.10006006062030792236 -0.16021205112338066101 -0.16095425561070442200 -0.16036676615476608276 -0.16045970842242240906 -0.16389834135770797729 -0.13746462296694517136 -0.13461067248135805130 -0.16028712689876556396 -0.16052342951297760010 -0.16025889664888381958 -0.16035846993327140808 -0.16023170948028564453
bigr:so	0.00000000000000000000 -2.65429162979125976562 -2.70690596103668212891 -2.05114746093750000000 -2.61733466386795043945 -1.33283060789108276367 -0.69666814804077148438 -1.97329753637313842773 -1.02143448591232299805 -1.80366570502519607544 -1.80413018167018890381 -1.89860087633132934570 -1.98667444288730621338 -2.60175114870071411133 -2.16930979490280151367 -1.00018239021301269531 -2.12745642662048339844 -2.33629727363586425781 -1.80411078408360481262 -2.04381662607192993164 -1.78687154129147529602 -1.87660191953182220459 -1.75023276195861399174 -0.90464735031127929688 -1.76683494448661804199 -1.76646833866834640503 -1.78388518467545509338 -1.78380902856588363647 -0.34367847442626953125 -1.62738332152366638184 -1.87090287357568740845 -1.78403447195887565613 -1.78285082429647445679 -1.78247358649969100952 -1.59593471884727478027 -1.88214512169361114502 -1.78851242735981941223 -1.78704697266221046448 -1.78388519957661628723 -1.79198251292109489441 -1.78555079922080039978 -1.78349824622273445129 -1.78373314440250396729 -1.78096471726894378662 -1.78416511416435241699 -1.78437783569097518921 -1.78522917255759239197 -1.78358811885118484497 -1.78406590968370437622 -1.78463206067681312561 -1.78369738534092903137 -1.78795321285724639893 -1.78501380980014801025 -1.78419248014688491821 -1.78367725387215614319 -1.78356005623936653137 -1.78366281837224960327 -1.78365804255008697510 -1.78374899551272392273
bigr:id	0.00000000000000000000 -1.19363106787204742432 -1.90261322259902954102 -0.07886642217636108398 -1.46449354290962219238 -1.52400553226470947266 -0.09919941425323486328 -1.20865532755851745605 0.02512669563293457031 -1.09216295182704925537 -1.08955316990613937378 -1.47932761907577514648 -1.17914143204689025879 -1.57690548896789550781 -1.21224428713321685791 -0.95410503447055816650 -0.44885623455047607422 -0.82999940216541290283 -1.08163771778345108032 -1.09496496617794036865 -1.17229914665222167969 -1.04449762962758541107 -1.05804506316781044006 -1.13969311118125915527 -1.32600688934326171875 0.58992373943328857422 -1.05952684208750724792 -1.05930051580071449280 -1.19966500997543334961 -1.11840330809354782104 -0.91862988471984863281 -1.05915738269686698914 -1.05919101461768150330 -1.05841160565614700317 -0.92305349558591842651 -1.10947225242853164673 -1.05829843878746032715 -1.06264949589967727661 -1.05928590893745422363 -1.06245116516947746277 -1.06034007668495178223 -1.05918310582637786865 -1.05913806706666946411 -1.05933802574872970581 -1.05877703055739402771 -1.06147741898894309998 -0.95002429187297821045 -1.05903545394539833069 -1.05930312722921371460 -1.05944100767374038696 -1.05943949520587921143 -1.05955410748720169067 -1.04679425992071628571 -1.06058916822075843811 -1.05922944098711013794 -1.05918980389833450317 -1.05919655412435531616 -1.05918033421039581299 -1.05916619673371315002
bigr:da	0.00000000000000000000 -1.42059063911437988281 -0.75636332295835018158 -0.89056059718132019043 -0.94230724871158599854 0.06352108716964721680 -1.52595674991607666016 -0.89962331950664520264 -0.23611766099929809570 -0.80300220847129821777 -0.80648637190461158752 3.11186182498931884766 -0.82006337866187095642 -1.72413998842239379883 -0.79319592751562595367 -1.16430288553237915039 -1.16206181049346923828 -0.85641785711050033569 -0.81936369836330413818 -0.15799313783645629883 -0.71771704405546188354 -0.98709370195865631104 -0.79131238535046577454 -1.31522893905639648438 -0.79752762615680694580 -0.68647100776433944702 -0.78928864561021327972 -0.78780188970267772675 -0.40286380052566528320 -0.85317563265562057495 -0.99072919785976409912 -0.78795959800481796265 -0.78847515769302845001 -0.78733535856008529663 -0.76666127570206299424 -0.71568315848708152771 -0.78733187355101108551 -0.60347034037113189697 -0.78856110200285911560 -0.79888311401009559631 -0.78885671868920326233 -0.78942213207483291626 -0.78830087743699550629 -0.78634983114898204803 -0.79094245843589305878 -0.78817640431225299835 -0.78933668322861194611 -0.78771630488336086273 -0.78818280063569545746 -0.78805421106517314911 -0.78806157223880290985 -0.78774507530033588409 -0.78867989592254161835 -0.78826902434229850769 -0.78804491646587848663 -0.78821912407875061035 -0.78803269751369953156 -0.78802757710218429565 -0.78802415728569030762
bigr:at	0.00000000000000000000 -1.28202910721302032471 0.87316417694091796875 0.71818423271179199219 -2.21673631668090820312 -1.24149920046329498291 -1.04605558328330516815 -1.37457239627838134766 -1.17406231909990310669 -1.13723767548799514771 -1.14464896172285079956 -2.01142811775207519531 -0.91681802272796630859 -2.25743448734283447266 -0.34562855958938598633 -1.43654963374137878418 -1.39752295613288879395 -1.32330346107482910156 -1.12120272219181060791 0.39960741996765136719 -1.55952799320220947266 -1.13496911525726318359 -1.09875087812542915344 -0.25504416227340698242 -0.27460521459579467773 -1.12760797888040542603 -1.09993655607104301453 -1.09736722335219383240 -0.95291499793529510498 -1.10211313515901565552 -1.20524345338344573975 -1.09792122617363929749 -1.09937585517764091492 -1.09613174200057983398 -1.20024412870407104492 -0.69861301779747009277 -1.09956588968634605408 -1.12243042886257171631 -1.09664460271596908569 -1.00264464318752288818 -0.99560124799609184265 -1.09753840416669845581 -1.09709727391600608826 -1.09564658999443054199 -1.10306144878268241882 -1.08417618274688720703 -1.09991020709276199341 -1.09676602482795715332 -1.09619139879941940308 -1.09611974284052848816 -1.09609252214431762695 -1.09634481742978096008 -1.10002864152193069458 -1.09672080725431442261 -1.09582339972257614136 -1.09597843885421752930 -1.09568712487816810608 -1.09561831131577491760 -1.09554951265454292297
